20100127,2200.30,2225.67,2192.59,2221.41,2492880000,2221.41
20100126,2203.44,2227.89,2195.44,2203.73,2361260000,2203.73
20100125,2220.29,2223.22,2201.17,2210.80,2134350000,2210.80
20100122,2255.76,2262.27,2200.37,2205.29,2817620000,2205.29
20100121,2298.23,2308.98,2259.82,2265.70,2877800000,2265.70
20100120,2304.31,2304.47,2268.68,2291.25,2351890000,2291.25
20100119,2291.02,2320.40,2290.68,2320.40,2045290000,2320.40
20100115,2316.98,2322.54,2279.20,2287.99,2637770000,2287.99
20100114,2303.31,2322.56,2303.29,2316.74,2254170000,2316.74
20100113,2289.46,2313.03,2274.12,2307.90,2318350000,2307.90
20100112,2297.28,2298.85,2272.70,2282.31,2368320000,2282.31
20100111,2324.78,2326.28,2302.21,2312.41,2077890000,2312.41
20100108,2292.24,2317.60,2290.61,2317.17,2145390000,2317.17
20100107,2298.09,2301.30,2285.22,2300.05,2270050000,2300.05
20100106,2307.71,2314.07,2295.68,2301.09,2253340000,2301.09
20100105,2307.27,2313.73,2295.62,2308.71,2367860000,2308.71
20100104,2294.41,2311.15,2294.41,2308.42,1931380000,2308.42
20091231,2292.92,2293.59,2269.11,2269.15,1237820000,2269.15
20091230,2284.56,2293.02,2280.16,2291.28,1312670000,2291.28
20091229,2293.94,2294.75,2286.57,2288.40,1177710000,2288.40
20091228,2290.04,2295.80,2280.56,2291.08,1232130000,2291.08
20091224,2273.95,2285.89,2273.40,2285.69,632650000,2285.69
20091223,2257.21,2271.33,2253.67,2269.64,1582900000,2269.64
20091222,2242.61,2253.73,2241.33,2252.67,1724200000,2252.67
20091221,2224.04,2242.22,2224.04,2237.66,1808830000,2237.66
20091218,2197.57,2213.18,2190.69,2211.69,2848410000,2211.69
20091217,2193.50,2198.51,2178.05,2180.05,1904840000,2180.05
20091216,2210.35,2220.46,2203.33,2206.91,2022440000,2206.91
20091215,2203.54,2217.63,2197.76,2201.05,1946960000,2201.05
20091214,2202.31,2212.56,2193.20,2212.10,1841890000,2212.10
20091211,2200.96,2202.40,2179.51,2190.31,1754430000,2190.31
20091210,2194.90,2202.84,2187.08,2190.86,1946370000,2190.86
20091209,2170.02,2185.70,2155.96,2183.73,1906210000,2183.73
20091208,2174.72,2187.19,2160.43,2172.99,1981800000,2172.99
20091207,2191.35,2201.42,2183.13,2189.61,1878980000,2189.61
20091204,2203.75,2214.39,2169.66,2194.35,2305950000,2194.35
20091203,2190.42,2203.75,2172.04,2173.14,2001660000,2173.14
20091202,2178.51,2198.55,2177.82,2185.03,2068920000,2185.03
20091201,2162.23,2182.24,2162.23,2175.81,2151300000,2175.81
20091130,2135.93,2146.93,2120.70,2144.60,1986050000,2144.60
20091127,2115.96,2155.41,2113.99,2138.44,971990000,2138.44
20091125,2174.00,2178.62,2170.06,2176.05,1398610000,2176.05
20091124,2174.69,2175.15,2155.22,2169.18,1858490000,2169.18
20091123,2168.95,2189.50,2168.77,2176.01,1840170000,2176.01
20091120,2145.07,2150.08,2137.06,2146.04,1962760000,2146.04
20091119,2176.37,2176.51,2141.59,2156.82,2208700000,2156.82
20091118,2199.87,2200.15,2180.17,2193.14,1990220000,2193.14
20091117,2190.12,2203.78,2185.55,2203.78,1887240000,2203.78
20091116,2177.31,2205.32,2177.00,2197.85,2105020000,2197.85
20091113,2156.68,2172.05,2145.92,2167.88,1876220000,2167.88
20091112,2166.98,2179.19,2145.83,2149.02,2212370000,2149.02
20091111,2166.53,2177.91,2155.25,2166.90,1851790000,2166.90
20091110,2147.24,2160.64,2141.27,2151.08,1997240000,2151.08
20091109,2128.46,2154.06,2128.15,2154.06,2004700000,2154.06
20091106,2089.49,2117.62,2088.24,2112.44,1829150000,2112.44
20091105,2078.83,2105.32,2075.61,2105.32,2209690000,2105.32
20091104,2067.56,2081.10,2053.00,2055.52,2217520000,2055.52
20091103,2034.09,2057.32,2031.25,2057.32,2061050000,2057.32
20091102,2047.42,2069.49,2024.27,2049.20,2408320000,2049.20
20091030,2091.56,2095.09,2040.21,2045.11,2610280000,2045.11
20091029,2077.04,2101.33,2071.30,2097.55,2301370000,2097.55
20091028,2103.36,2111.84,2057.40,2059.61,2769570000,2059.61
20091027,2144.15,2148.88,2110.91,2116.09,2384620000,2116.09
20091026,2158.81,2183.61,2136.92,2141.85,2316210000,2141.85
20091023,2186.64,2190.48,2149.35,2154.47,2441920000,2154.47
20091022,2146.72,2169.17,2130.70,2165.29,2265230000,2165.29
20091021,2160.78,2190.64,2148.41,2150.73,2565680000,2150.73
20091020,2180.43,2181.16,2151.77,2163.47,2110580000,2163.47
20091019,2162.41,2180.11,2150.42,2176.32,1970440000,2176.32
20091016,2164.73,2164.73,2142.88,2156.80,2209950000,2156.80
20091015,2164.33,2173.29,2158.29,2173.29,2140090000,2173.29
20091014,2165.83,2173.95,2157.48,2172.23,2348620000,2172.23
20091013,2138.70,2146.35,2128.44,2139.89,2020110000,2139.89
20091012,2145.63,2155.92,2128.39,2139.14,1784280000,2139.14
20091009,2120.00,2139.62,2118.04,2139.28,1936850000,2139.28
20091008,2124.69,2139.65,2116.06,2123.93,2366950000,2123.93
20091007,2099.06,2110.33,2095.94,2110.33,2220910000,2110.33
20091006,2080.40,2111.13,2079.49,2103.57,2413450000,2103.57
